Estab,UPN,Surname,Forename,Middlenames,PreferredSurname,FormerSurname,Gender,DoB,EnrolStatus,EntryDate,NCyearActual
211178,dc4de54e-97de-4fd6-a1b6-5cce37e1dccd,,,,,,M,,C,2019-09-04 00:00:00,Leaver
153906,cea6836d-afad-4f55-8bb6-ad89509f7f21,,,,,,F,,C,2018-09-01 00:00:00,8
223000,52ff77fb-cef9-44e5-adbb-5ad48f21a7d1,,,,,,M,,C,2017-09-06 00:00:00,Leaver
244190,62fe5732-a795-450c-8a99-bc34bc67744a,,,,,,M,,C,2019-09-03 00:00:00,10
149573,4bc66d81-61d5-4fc3-b6af-5b342b9cc4fd,,,,,,F,,C,2018-09-03 00:00:00,10
161388,8134e275-c1c6-4b1b-a090-9c4883a615f3,,,,,,M,,C,2020-09-03 00:00:00,12
166237,836dfe2b-9753-4750-879e-0c04fb455573,,,,,,M,,C,2016-09-05 00:00:00,9
162531,4a74dfab-d3a4-44c9-b609-29133e0329df,,,,,,M,,C,2019-09-04 00:00:00,10
203431,e4f6d167-f584-4d66-93ec-4f94ae89ffb2,,,,,,F,,M,2018-09-10 00:00:00,12
163129,f5928172-27b7-4314-9875-68c0488fafb5,,,,,,F,,C,2018-09-07 00:00:00,12
192213,1e310d54-3de6-4912-8873-644227999411,,,,,,F,,C,2017-09-06 00:00:00,10
185823,ed1ab82a-2768-42e2-b961-98b416156d92,,,,,,M,,Leaver,2019-09-04 00:00:00,9
292594,345170b8-7ae1-492b-ab1c-1809f4cafff2,,,,,,M,,C,2017-09-06 00:00:00,8
247990,b9495a87-9d3b-40c9-9261-3e0ac25a132f,,,,,,F,,C,2020-01-22 00:00:00,12
242311,7a573f7c-9dc7-4649-9346-731dabe77cf6,,,,,,M,,C,2013-09-04 00:00:00,7
183059,13d21a7c-92e2-4c15-bac9-c6c9662ca252,,,,,,M,,C,2016-09-05 00:00:00,7
237364,97586832-e7bc-4542-9831-1a17acba3d9f,,,,,,M,,C,2017-09-06 00:00:00,9
122416,ad5a17f0-e8a1-48e4-b5d9-dedbe1a45616,,,,,,F,,Leaver,2020-09-09 00:00:00,9
188608,853c054e-f37e-496d-98e3-764e3c7b346f,,,,,,F,,Leaver,2013-09-03 00:00:00,8
200143,7706bbae-1d9c-46d9-a2c6-95db5c25410d,,,,,,F,,C,2020-09-01 00:00:00,9
269930,7ad23e18-5d55-42a7-a0c0-a6a82daeb18b,,,,,,M,,C,2019-09-04 00:00:00,9
208382,1921aca2-4320-4f13-b33f-30efa0ff74b4,,,,,,F,,Leaver,2016-09-05 00:00:00,Leaver
156745,844f3b09-0f06-4a5c-a8c0-0f7f06ad991f,,,,,,F,,C,2018-09-05 00:00:00,11
162783,1744e873-aded-4864-a336-c341058f243c,,,,,,F,,C,2020-09-02 00:00:00,10
184194,56a08b43-71a1-4bd4-9c6f-24560ba9b374,,,,,,F,,C,2019-09-03 00:00:00,8
209999,0155a7f9-9852-4c07-98a6-18229f52f1b9,,,,,,M,,C,2019-09-04 00:00:00,7
173203,e4da08da-03b7-4b2f-92b8-86b1115e9d83,,,,,,M,,C,2018-09-07 00:00:00,7
189263,5067f539-9c30-4897-8440-ec6b623362de,,,,,,F,,C,2018-09-07 00:00:00,Leaver
175360,71c4fe3e-2036-44e2-abad-c28beb00c922,,,,,,M,,C,2018-09-06 00:00:00,8
208223,88dbc06a-22b8-4d50-ad64-e2246f7b73cc,,,,,,M,,C,2016-09-01 00:00:00,11
161923,fde1a38a-0e90-41bd-a9c7-b82c12483e7e,,,,,,F,,C,2019-09-04 00:00:00,7
191751,a623011f-4dd0-4c79-b42b-34314d51fabb,,,,,,F,,C,2020-09-03 00:00:00,7
179318,8423de4a-d7c1-49ad-a162-0d30b18a524b,,,,,,M,,C,2015-09-01 00:00:00,9
204271,48b79167-6661-4b0e-afdc-a34f8480e67e,,,,,,F,,C,2018-09-06 00:00:00,Leaver
131875,52c1d5bc-73a6-439e-a56c-666e9a3bd26f,,,,,,F,,C,2019-09-04 00:00:00,8
207286,da4adba5-ea93-429d-a0c4-dc69892e543b,,,,,,M,,C,2016-09-01 00:00:00,11
177847,28015127-18fc-4510-ae0b-a25548b35fda,,,,,,M,,C,2011-09-01 00:00:00,8
209745,b7658a07-6233-474c-88f9-670249536a42,,,,,,M,,C,2018-09-06 00:00:00,11
208202,4ebbeba4-3891-4e19-b963-d02e429cd449,,,,,,F,,Leaver,2020-09-01 00:00:00,Leaver
112987,56e73d7a-c5c5-42b6-9d1c-eeba97679ec9,,,,,,F,,C,2020-09-03 00:00:00,9
233955,47a6d919-ca14-4c2b-b0ff-039e94fe16db,,,,,,M,,C,2016-09-01 00:00:00,7
239680,8c4df234-6630-4d7d-9343-40ccea168190,,,,,,M,,C,2015-09-04 00:00:00,9
196473,802570b4-1f00-43a2-b709-3d86c3fadc41,,,,,,F,,C,2019-09-04 00:00:00,10
164747,7e079115-74d2-4058-94a3-b9bd0a659b7f,,,,,,M,,Leaver,2017-09-06 00:00:00,12
162628,7fde6236-a119-4d41-bbd8-15717dc009fa,,,,,,M,,C,2016-09-05 00:00:00,11
197033,9a8ea80b-3658-4f5d-a489-1413fd1ca8a7,,,,,,M,,Leaver,2015-09-07 00:00:00,8
220509,4791a66d-3f81-485f-a7ba-60490fbf058e,,,,,,F,,Leaver,2019-09-01 00:00:00,Leaver
226409,e1a2a5f8-5a60-4094-bf16-8215d48f1658,,,,,,F,,C,2018-09-06 00:00:00,8
165897,ea73f451-d366-4705-8127-4afb4fb6896b,,,,,,M,,M,2019-09-03 00:00:00,11
142625,6a129f30-2bb1-417c-ad37-a1cc73e22ae2,,,,,,M,,C,2018-09-04 00:00:00,8
258697,ea9859ea-0a7b-495d-b0f8-af8931c17c1a,,,,,,M,,Leaver,2015-09-03 00:00:00,10
178069,1ceca92e-0840-4456-9cc2-575af120351c,,,,,,F,,Leaver,2020-01-23 00:00:00,9
207571,92bbc3ce-7c87-4f6d-97d8-2f3e58d048ad,,,,,,M,,C,2020-09-03 00:00:00,Leaver
230410,f16c799f-063f-4d6a-8672-917d73d27248,,,,,,M,,Leaver,2020-09-03 00:00:00,8
154857,5a454053-d84a-4c0a-accd-e0df47584389,,,,,,F,,C,2018-09-05 00:00:00,12
212200,518c610b-a108-4d34-bca4-3e97e41d0dbb,,,,,,M,,C,2020-09-03 00:00:00,8
176649,11f3ad01-de39-46c5-ad2d-935c94ca27f4,,,,,,F,,C,2018-09-05 00:00:00,Leaver
236864,0be78758-60a5-414f-b314-a5b586e5b3a2,,,,,,M,,Leaver,2017-09-05 00:00:00,9
185193,43fbc45e-9a83-4bc8-97b9-ca6803982a08,,,,,,F,,Leaver,2018-09-06 00:00:00,Leaver
190679,ec24a7a0-d0af-4940-92b4-1435cca3d37a,,,,,,M,,C,2015-09-02 00:00:00,7
201780,46c48fa1-91dc-44fe-a39e-449329730b9d,,,,,,F,,Leaver,2020-09-03 00:00:00,10
231946,3e0e2807-c942-4b3c-b7b3-a15e4d68ce03,,,,,,F,,M,2018-09-06 00:00:00,12
192161,d93af04b-6328-4503-b344-c55e52dea1ca,,,,,,F,,C,2017-09-06 00:00:00,11
186282,ab3ca1b3-e09a-4167-9730-48b053c5364a,,,,,,M,,C,2020-09-03 00:00:00,12
196381,3511aacb-7a50-4f46-ab89-633297690763,,,,,,F,,C,2015-09-04 00:00:00,12
190594,252bc854-898f-4be1-8764-a406354013fd,,,,,,F,,C,2019-09-03 00:00:00,10
179011,76f20947-be07-4787-97f2-028b8fd5b94b,,,,,,F,,C,2019-09-04 00:00:00,11
170076,2113d957-b9e1-42cb-8617-9e81d55a0cbf,,,,,,M,,C,2018-09-06 00:00:00,Leaver
184924,51a99ca9-60ec-4e4d-ae8b-cd2e54b6e611,,,,,,M,,C,2018-09-06 00:00:00,11
189914,28d78f22-dfb7-4d00-b9d8-ca78c3653258,,,,,,M,,C,2015-09-04 00:00:00,9
149610,8a8ee52a-bea9-45e6-a832-f68dae3b04bf,,,,,,M,,C,2014-09-03 00:00:00,9
214626,74daf561-bc39-403e-8d91-40932ea3a906,,,,,,M,,C,2018-09-06 00:00:00,10
199025,94116f8e-8b8f-4d91-b61f-18a832a43241,,,,,,F,,C,2016-09-01 00:00:00,Leaver
168964,e1f6cfaa-3e9e-43cb-9e17-e94a4d327d67,,,,,,M,,C,2018-09-06 00:00:00,7
230116,0c22e53c-7a0f-4f6c-9d46-36de92eb71f5,,,,,,F,,C,2020-09-03 00:00:00,9
152084,7226404d-ffd9-458e-80d5-fbc080b95c0b,,,,,,M,,C,2015-09-03 00:00:00,Leaver
158805,f83e3e04-e544-4daa-8163-0cda41525703,,,,,,M,,C,2018-09-03 00:00:00,11
210025,f9bca37d-179f-4286-8eb4-b0572f721014,,,,,,F,,C,2018-09-05 00:00:00,11
196564,ce0fce2e-0542-438a-bc1b-8d807aace072,,,,,,M,,Leaver,2020-09-03 00:00:00,12
242310,5f36d6a5-a955-4777-8dae-d85c86432a6e,,,,,,F,,C,2013-09-03 00:00:00,Leaver
141895,06bd1826-078b-49f2-ae22-ca14bf3dc1e1,,,,,,F,,Leaver,2019-09-04 00:00:00,12
195547,f043cd0c-f032-4dc3-a716-223b49ca93cf,,,,,,F,,C,2019-09-04 00:00:00,11
163955,265dab1d-68e2-4323-bc1c-024369ee40a8,,,,,,F,,C,2019-09-04 00:00:00,7
149490,f4875a39-326d-4f47-8d45-8e5599194dd9,,,,,,M,,C,2020-09-03 00:00:00,12
135357,c21d0fc2-b6ff-4e35-a445-bfc00ae0bdc0,,,,,,F,,M,2011-09-01 00:00:00,Leaver
159628,9e30d3b4-a770-4b4d-b1ca-5061aee37959,,,,,,M,,C,2019-09-04 00:00:00,12
187708,5f20955c-34f8-47e8-9e4e-5bab31183803,,,,,,F,,C,2017-09-06 00:00:00,8
204857,79f38e31-f835-4bb2-8a0c-530b89795057,,,,,,M,,C,2018-09-06 00:00:00,11
214170,a7480678-8f14-419c-acfc-4d3ca94dedb4,,,,,,M,,C,2017-09-06 00:00:00,10
182688,7e225ff3-b768-41f9-b92a-86f602e999f2,,,,,,M,,C,2017-09-01 00:00:00,10
130412,a98bff9f-bb5c-4814-b786-7e2e1a367bb0,,,,,,M,,Leaver,2018-09-06 00:00:00,12
118117,eed26105-7286-4557-b5a7-e92ba6f3c990,,,,,,F,,C,2020-09-02 00:00:00,11
211369,d2916df7-f429-4a18-81cb-df579ddbfc37,,,,,,F,,C,2015-09-04 00:00:00,10
204609,47a6fdd4-5034-415d-a9c1-b95369367b75,,,,,,M,,C,2016-09-05 00:00:00,8
200659,d1588984-1f90-4f6b-a105-6241c3de6602,,,,,,M,,Leaver,2016-09-05 00:00:00,8
165555,4a41b01b-925e-4f5b-8c46-a90b295b5439,,,,,,M,,C,2018-09-04 00:00:00,10
127028,ccc89e99-c2ba-4549-af5b-ca0f8cac8c23,,,,,,M,,Leaver,2013-09-04 00:00:00,9
198111,0b1612ee-09f4-4c2a-ac87-b88ffd1eeb47,,,,,,M,,C,2015-09-04 00:00:00,7
225183,437d3806-988d-4bce-9b34-be4468ec5821,,,,,,F,,C,2016-09-05 00:00:00,Leaver
188534,a0d3ec73-7be6-4727-8f5e-539ce020ecfc,,,,,,M,,C,2018-09-10 00:00:00,8
190789,863cc9b6-e324-4701-9454-925c9901c054,,,,,,F,,C,2020-09-04 00:00:00,12
217099,effc36b4-2ae2-42dc-ac87-8b1d5ee391d7,,,,,,F,,C,2020-09-03 00:00:00,9
149829,e6aca1d2-0c2e-4bee-b5b7-6ae2c521fd17,,,,,,F,,Leaver,2018-09-06 00:00:00,Leaver
178268,89574261-dc89-4d52-8b57-c76188b68692,,,,,,F,,C,2017-09-05 00:00:00,10
139732,74d078a7-189c-4379-a632-0f56b578c873,,,,,,F,,C,2020-09-01 00:00:00,9
253043,0b7a0db9-c10b-494c-b89a-d1751c59cb22,,,,,,F,,Leaver,2019-04-24 00:00:00,12
217573,bdf9edc7-81a7-4a6a-be54-ac46eaa3b85a,,,,,,M,,M,2015-09-01 00:00:00,8
181198,b9152217-6836-419b-84ea-70a6e8546f74,,,,,,M,,C,2020-09-01 00:00:00,7
177158,e6aa426f-6c47-45ac-9d94-f13610428403,,,,,,M,,C,2020-09-02 00:00:00,8
217158,71fba845-7754-477a-905c-9cea7094c418,,,,,,F,,C,2016-10-13 00:00:00,7
137941,fececd4a-59ab-465f-9a3d-f396445f51b4,,,,,,F,,Leaver,2020-09-02 00:00:00,9
189695,f221e1ee-9287-4e69-b0e3-d7529ad63079,,,,,,M,,Leaver,2020-09-02 00:00:00,8
155806,cc3d605c-006c-40b8-8269-85349e52a436,,,,,,F,,C,2015-09-04 00:00:00,12
205428,f5c41d40-5f05-4d63-9085-764d5fe1b132,,,,,,F,,C,2018-09-06 00:00:00,10
192911,30ea5395-d0c3-4754-babd-aced216aea48,,,,,,F,,Leaver,2015-09-07 00:00:00,11
174520,17d772da-ef27-465a-b0b1-74f7e281fa2d,,,,,,F,,C,2013-09-03 00:00:00,7
201691,d0097bed-945c-4142-b4c8-91ce19220d67,,,,,,M,,C,2020-09-01 00:00:00,11
184006,ac2fe5a0-f097-4303-878d-d5bb5c2cdb81,,,,,,M,,C,2019-09-04 00:00:00,8
157633,1ac9213c-dfc4-4097-9d28-7e2d7c8c8968,,,,,,M,,C,2020-09-02 00:00:00,8
207416,5384cdf5-4cb2-4b97-aa29-ccf2729d24cd,,,,,,M,,C,2016-09-01 00:00:00,10
221114,38735f8d-82c7-4ded-9535-fe6dc79e6d10,,,,,,M,,C,2016-09-01 00:00:00,12
164791,60125906-6cac-4cbb-9f9b-d11262404e73,,,,,,M,,Leaver,2018-09-03 00:00:00,Leaver
190774,c4ec3888-066c-412a-b578-8559792f559e,,,,,,F,,C,2018-09-25 00:00:00,12
227754,a4c391e8-cfb1-4b59-87bf-c20eb58b4503,,,,,,F,,C,2016-09-02 00:00:00,7
217946,3a24923c-1151-46f1-97a7-57440bbbee68,,,,,,M,,Leaver,2018-09-06 00:00:00,8
203890,69609aa6-6dff-4b43-a22a-86b33fd83489,,,,,,F,,C,2019-09-04 00:00:00,12
183563,e2875738-62ac-44a4-a7d1-20a9efb3c81e,,,,,,F,,C,2019-09-04 00:00:00,Leaver
188822,23544b66-d55a-4c10-ae89-445d8d533421,,,,,,F,,Leaver,2020-09-03 00:00:00,8
152287,072aae83-7005-4cd8-bd3c-d32ec20fc1a6,,,,,,M,,C,2017-09-06 00:00:00,10
150956,c665e110-4e7c-4979-a827-f1dcc79268bf,,,,,,F,,Leaver,2018-09-05 00:00:00,8
215916,26de8481-e6dc-46ff-91a4-89590b541d69,,,,,,F,,C,2019-09-04 00:00:00,11
172464,3fc92140-b4dc-4174-9e0e-9a9cc29eadb4,,,,,,F,,C,2017-09-04 00:00:00,9
213293,0a58f976-e72d-4b58-a099-687242a9991f,,,,,,M,,Leaver,2019-09-01 00:00:00,8
263923,dca99983-f263-48d1-9042-0a34b75af1e3,,,,,,F,,C,2017-09-06 00:00:00,Leaver
190805,67bb10d3-6c21-4a1d-add2-c538a7b895bd,,,,,,M,,C,2018-09-03 00:00:00,11
173731,9cf96e7b-1913-4133-a628-b0cc4cd8af4a,,,,,,M,,C,2018-09-06 00:00:00,10
225970,3b9d3638-3db2-4e63-ae69-aa89149e8daa,,,,,,F,,Leaver,2018-09-03 00:00:00,11
240336,8cf3589f-47f3-42e2-bd4e-e1acaf620498,,,,,,F,,C,2019-09-04 00:00:00,7
180853,864ebe20-18a6-4a4a-a840-b18135d9682d,,,,,,F,,C,2019-09-04 00:00:00,7
172069,ad7431b8-fac6-42b8-a937-fb7bfae73138,,,,,,F,,Leaver,2018-09-05 00:00:00,11
165656,0dd5b0cc-dd18-4bd5-819a-0ba734a6d8ed,,,,,,M,,C,2017-09-04 00:00:00,8
233688,45560036-59fa-4562-8608-d334c1aa773d,,,,,,M,,C,2017-09-05 00:00:00,11
184136,663e6f42-37c8-4867-8e93-4609d546eaa3,,,,,,F,,C,2018-11-21 00:00:00,7
182080,095ed70f-6cda-4aee-926b-f048808cad73,,,,,,F,,Leaver,2016-09-05 00:00:00,8
223292,c7a4d4f9-4cc7-43bd-b2d0-4057af2ee65d,,,,,,F,,C,2016-09-05 00:00:00,Leaver
159070,b91e23fc-eef6-4ba6-8dd9-4fdc9d11d09a,,,,,,M,,C,2019-09-04 00:00:00,11
221371,a1e648f8-0e78-4f32-8f7d-b00792b3806e,,,,,,M,,C,2016-09-05 00:00:00,10
223525,d3b9db49-c3fa-4566-a869-d94421de0676,,,,,,M,,C,2020-09-03 00:00:00,10
182374,ef5d7ad7-a295-4bed-941c-1509c62be829,,,,,,M,,C,2020-09-03 00:00:00,Leaver
183253,4c7c5d15-0231-4568-ab12-904822234d64,,,,,,F,,C,2016-09-05 00:00:00,9
164958,57a1b727-488c-43f4-ad77-38ccaeb784b6,,,,,,F,,C,2020-09-03 00:00:00,7
178832,e438affd-e014-4579-b9e0-a0553588d57e,,,,,,M,,C,2020-02-06 00:00:00,8
166427,6d501e3e-1043-4dd8-b602-e9d4899f4db2,,,,,,M,,C,2018-09-05 00:00:00,8
136373,0c7fcea7-0bc5-4c64-afd6-c5014ca0e649,,,,,,F,,C,2019-09-04 00:00:00,8
232986,6429cddb-9555-48f7-ba2d-f4a2facb4dd3,,,,,,F,,Leaver,2019-09-02 00:00:00,12
176710,2c03e045-c7fb-462d-8d98-d13ae79bf104,,,,,,F,,C,2015-09-01 00:00:00,7
231340,dc62d1e8-2a2c-489c-b257-7edb102447b5,,,,,,F,,C,2016-09-01 00:00:00,10
175944,a594bc9b-f21b-4198-962c-b68e249fdd31,,,,,,F,,C,2014-09-04 00:00:00,12
145091,faea30a5-2d1c-4bef-8147-199cea101e2f,,,,,,M,,Leaver,2016-09-05 00:00:00,7
247074,6626f5e9-c008-4c33-a7c4-1871e06ce0c1,,,,,,M,,C,2017-09-06 00:00:00,12
190083,6b3b2ff9-1247-4be7-956f-b9983f7f053f,,,,,,F,,C,2015-09-04 00:00:00,10
238528,e7424ff8-861c-4dc9-aee5-7ab1d30088e1,,,,,,F,,C,2020-09-01 00:00:00,11
182839,6928a8af-136b-4dcd-b0f4-e75df944df0f,,,,,,F,,C,2019-09-02 00:00:00,8
180562,7a850995-9c94-48de-b86e-b05ba153d72e,,,,,,F,,C,2018-09-06 00:00:00,10
175345,537d4d5c-e063-401b-a00d-7d51a98ef4e4,,,,,,M,,C,2020-09-01 00:00:00,10
155159,37f31a57-2ab0-484b-92e8-92f26f067430,,,,,,F,,C,2018-09-07 00:00:00,Leaver
211534,39ec7566-6457-43eb-9e62-528591ef0818,,,,,,F,,C,2015-09-01 00:00:00,Leaver
167086,21ab2fff-53af-429d-b8bb-01a94f982d2e,,,,,,M,,C,2018-09-07 00:00:00,10
185114,34d33257-a34e-45a3-905b-c5ccab54c1e7,,,,,,F,,C,2017-10-05 00:00:00,12
130400,8af8a3de-558b-4c64-988f-25d70f47b639,,,,,,F,,C,2015-09-02 00:00:00,9
261120,c8a6ba9e-0600-4a63-9bf1-84ffff32e055,,,,,,F,,Leaver,2016-09-01 00:00:00,7
213964,a35274ac-1417-4cc8-8edd-450d7bf727c8,,,,,,M,,C,2019-09-04 00:00:00,8
212165,22f77c25-17c9-495c-a637-7632eb7daaef,,,,,,M,,M,2019-09-05 00:00:00,Leaver
155688,acd7791d-3f2e-46a3-886a-243d90acada8,,,,,,F,,C,2018-09-06 00:00:00,9
252961,2ffcf038-ccb3-4262-a6b4-12c19dd17dde,,,,,,M,,Leaver,2013-09-05 00:00:00,Leaver
245316,adcd9e82-9c73-419c-b779-836a627859a7,,,,,,M,,Leaver,2019-09-04 00:00:00,Leaver
218172,e529f647-1907-4c7e-b4d1-4a36b56792bb,,,,,,M,,C,2019-07-16 00:00:00,12
180780,d842e768-98e9-40e8-a294-bd327dfc1365,,,,,,M,,C,2015-09-01 00:00:00,9
197079,65795784-e049-46e1-b667-d23cc81080fb,,,,,,M,,C,2018-09-04 00:00:00,11
178457,f604ddc2-3e51-490f-bf1a-6166dff4130d,,,,,,M,,C,2015-11-02 00:00:00,12
117647,c9ff6d19-e046-4009-a96e-5fa98e93b9fb,,,,,,F,,Leaver,2019-09-05 00:00:00,Leaver
217557,3595387b-367e-4295-bc14-df5e6660cca7,,,,,,F,,C,2015-09-03 00:00:00,11
202048,79e84ec2-9eab-4f33-b5d2-0f7b744611ea,,,,,,M,,C,2016-09-01 00:00:00,8
147324,79b587de-d65e-4c1c-a2ce-9b873eb30123,,,,,,F,,C,2020-09-02 00:00:00,7
224496,ef9de520-d81f-4435-99b7-1fadb048a1f6,,,,,,M,,C,2016-09-05 00:00:00,11
168312,c8d8a84f-7df9-4803-8909-2a0bd2ef7705,,,,,,F,,Leaver,2018-09-07 00:00:00,10
239022,c7e1b805-6c07-40a9-81f4-9466237b1bd1,,,,,,M,,C,2019-09-04 00:00:00,8
166253,35313c88-a205-4e7d-a709-8060e6871432,,,,,,M,,Leaver,2020-09-03 00:00:00,7
224184,6ba2991a-bd4e-472b-9c42-9deee9564ebb,,,,,,M,,Leaver,2019-09-01 00:00:00,9
124470,1397f02b-7aff-44c1-96d5-823a1a1bbbf0,,,,,,M,,C,2020-09-03 00:00:00,7
