Estab,UPN,Surname,Forename,Middlenames,PreferredSurname,FormerSurname,Gender,DoB,EnrolStatus,EntryDate,NCyearActual,TermlySessionsPossible,T_Reason_I,T_Reason_M,T_Reason_R,T_Reason_S,T_Reason_T,T_Reason_H,T_Reason_E,T_Reason_C,T_Reason_G,T_Reason_U,T_Reason_O,T_Reason_N
230348,47dce8ff-e0a7-4800-b80a-2785297bb746,,,,,,F,,C,2014-09-04 00:00:00,10,130,,,,,,,,,,,2,
155160,eb5a9c9e-ce71-4cc1-a6c9-94b246b7db8a,,,,,,F,,C,2017-06-06 00:00:00,Leaver,91,,3,,34,,,,,,,,
153436,f6e2f8b9-6cce-4ac2-aaf7-1a2e175d9a3d,,,,,,F,,C,2013-09-30 00:00:00,11,114,,2,,,,,,,,,,
248157,1cc3fbc7-d4f6-471c-a126-9dd24f8ca177,,,,,,F,,C,2014-09-04 00:00:00,10,124,9,,,,,,,,,,,
171066,9852d6a3-977e-41e0-b476-f101f3fbe857,,,,,,F,,C,2014-09-04 00:00:00,10,93,4,,,25,,,,,,,,
251428,7091f129-d765-4b4d-adc9-547a5ebc48a5,,,,,,F,,C,2017-09-04 00:00:00,Leaver,128,10,2,,,,,,,,,,
142248,ae71a10e-7dea-4842-ad69-261b063d6d46,,,,,,M,,C,2017-09-06 00:00:00,8,126,3,,,,,,,9,,,,
177905,2600907e-0c82-4f75-9faa-b3c44d120d0a,,,,,,F,,Leaver,2014-09-03 00:00:00,11,107,,,,16,,,,5,,,18,
200881,abd75cc5-8f40-4466-ade8-3d6c57535a17,,,,,,M,,C,2013-09-05 00:00:00,12,94,,,,,,,,,,,,
247080,9b923b8c-41f2-4d86-ad2f-876228ce34c0,,,,,,M,,C,2017-09-06 00:00:00,8,131,,,,,,,,,,,,
141783,e5a6e3a9-1425-4ebc-8aa9-ab7ced0fb6dc,,,,,,M,,Leaver,2013-09-03 00:00:00,Leaver,98,,,,,,,,,,,,
174179,0e12d52c-f153-4f10-b9d1-e22261ee46ba,,,,,,M,,C,2014-09-04 00:00:00,8,128,,3,,,,,,,,,,
199546,59eb05d9-9ac5-4f5e-bbc3-accf13136388,,,,,,M,,C,2013-09-04 00:00:00,Leaver,130,13,1,,,,,,1,,,,
261206,2feae190-d379-4bae-a514-d578e846aca5,,,,,,M,,C,2013-09-05 00:00:00,8,110,14,1,2,,,,,1,,,,
243650,7b912707-c61f-4811-97c8-248498dfbd62,,,,,,M,,C,2015-09-01 00:00:00,11,117,,3,,38,,,,,,,4,
186279,bdc558ef-fb41-4f6d-acb7-f6f3af51f653,,,,,,M,,C,2014-09-04 00:00:00,8,126,,,,,,,,,,,,
230978,2295cf1d-26c9-4e31-8b1e-b6a01f4e8d9d,,,,,,M,,Leaver,2014-09-05 00:00:00,10,117,,,,,,,,4,,,,
171918,d464c0c0-6a4b-4044-bb07-f5a5031e8c69,,,,,,M,,C,2016-09-05 00:00:00,10,118,4,,,,,,,1,,,4,
196423,5bbee78c-1b8f-4b76-b441-1f927c5e667b,,,,,,M,,C,2016-09-07 00:00:00,12,118,,,,,,,,,,,1,
236226,4b1ee9e2-61ea-4ce9-b5b7-b149ce740c84,,,,,,M,,C,2014-02-24 00:00:00,8,122,1,,,,,,,,,,,
236128,0f69393c-1fa3-412b-9fbf-37a85b0b2957,,,,,,F,,Leaver,2016-09-05 00:00:00,8,128,16,2,,,,,,,,,,
218946,0a597bb1-27d9-48ff-b2f9-a02bcf80c9ae,,,,,,M,,C,2017-09-18 00:00:00,12,110,,,,,,,,,,,,
199095,aa955071-bbb0-4bb5-92d5-51b928dd2952,,,,,,M,,C,2016-09-02 00:00:00,10,99,,,,28,,,,,,,,
159978,6fd19b39-74d9-45be-954f-d2499794a3d4,,,,,,F,,Leaver,2013-09-04 00:00:00,10,122,2,,,24,,,,,,,2,
165131,4c444df3-7bae-4b67-bfde-208689cbb5fd,,,,,,F,,C,2013-09-03 00:00:00,10,118,,,,45,,,,3,,,1,
180898,d0fa4a86-08c4-4d2d-89d4-811128ed93dd,,,,,,F,,Leaver,2016-09-01 00:00:00,8,124,10,1,,,,,,,,,,
196958,712791e4-2ea5-4113-a575-20e2e7b39ac8,,,,,,M,,C,2014-09-01 00:00:00,Leaver,127,6,1,,,,,,,,,,
162446,fe1f66df-6c43-4e47-b002-61e28df016d8,,,,,,F,,C,2014-09-01 00:00:00,10,119,8,,,,,,,,,,,
169279,07694329-81f9-4bd0-a721-e3051848e2f4,,,,,,F,,C,2013-09-05 00:00:00,8,131,,3,,,,,,,,,,
210349,790abace-d2f5-4044-90e9-73675f8eae49,,,,,,M,,C,2017-09-04 00:00:00,11,121,,,,,,,,,,,,
129964,c5f25a66-e23c-4d50-8642-6d31e1449054,,,,,,F,,C,2014-09-04 00:00:00,8,117,3,1,,,,,,,6,,,
176267,81cd1589-ebc2-4bef-8525-0abaa8fca4d8,,,,,,M,,C,2017-09-06 00:00:00,Leaver,129,11,2,,,,,,,,,,
170586,fbc074a6-ea6c-449f-8774-66e026a44406,,,,,,M,,C,2016-09-01 00:00:00,8,130,14,1,,,,,,,,,11,
227816,ff41639d-9fa8-49fb-b284-9d6fa0902861,,,,,,M,,C,2016-09-05 00:00:00,9,130,8,,,,,,,,,,,
262771,b145127e-f478-4f2c-b578-3c4ed420867e,,,,,,F,,C,2015-09-01 00:00:00,10,130,2,,,,,,,,,,,
205982,8a1e71ca-dd5d-4081-990a-d44234ce0a82,,,,,,F,,C,2015-09-07 00:00:00,Leaver,104,,,,,,,,,,,,
245051,f2a53b24-1d3e-4e7c-8ba0-13606ab2a474,,,,,,M,,C,2016-09-05 00:00:00,8,116,,,,,,,,,,,,
132962,d1faf148-efad-4f9b-a3d1-07e69eb07bc8,,,,,,M,,C,2015-09-04 00:00:00,Leaver,119,7,3,,31,,,,,,,,
172611,3d8596f7-5529-459e-959c-1ef5420dfd28,,,,,,M,,C,2017-09-01 00:00:00,8,112,2,,2,,,,,,,2,,
229850,4d3f99ee-3706-425e-b29f-90b4c1115803,,,,,,M,,C,2015-09-01 00:00:00,9,129,,,,,,,,2,,,,
152207,fcd02f05-b06f-4bbc-b354-71d2a7af62b8,,,,,,F,,C,2017-09-06 00:00:00,12,109,9,,,41,,,,5,,,,
197872,7259a976-2926-4a0a-9baf-bcd842c642bf,,,,,,M,,C,2017-09-04 00:00:00,10,124,,1,,,,,,,,,,
196763,b303fe9f-2bfc-452e-8658-04315c05e280,,,,,,F,,C,2014-09-04 00:00:00,Leaver,128,,,,,,,,,,,,
157413,2f7208db-9373-40ef-94ca-2a46bb1aed08,,,,,,F,,C,2015-09-04 00:00:00,12,124,17,2,,32,,,,,,,1,
134646,de2c238a-dadf-49a9-87ac-454171032682,,,,,,M,,C,2014-09-01 00:00:00,12,103,,2,,,,,,,,,4,
237501,44eb67d9-65af-4e2c-b57a-968bd522573d,,,,,,M,,C,2018-04-16 00:00:00,9,103,,,,26,,,,,,,,
200669,6fb5a788-0701-4133-b9a2-76e8dc5555c6,,,,,,F,,C,2014-09-04 00:00:00,11,104,5,,,,,,,3,,,,
151012,e2290b7b-6114-4eca-83c1-b2ac8e78ef6c,,,,,,F,,C,2014-09-04 00:00:00,10,89,,1,,,,,,,,,,
169580,2e695196-f5d9-4d63-b9f5-46b2131dbe89,,,,,,M,,C,2013-09-05 00:00:00,8,122,9,3,,,,,,,,,,
174975,f4180d24-30f4-4981-80da-82aeb1bf0e25,,,,,,F,,C,2016-09-05 00:00:00,9,130,2,1,,,,,,,,,,
258042,a3e12407-ec75-441d-b8fc-4457a32e1ea1,,,,,,F,,C,2016-09-05 00:00:00,10,131,,1,,,,,,,,,,
201839,7ce5854d-189a-49a3-8cf5-61e6fdef3b0a,,,,,,M,,C,2016-09-01 00:00:00,9,128,1,,,,,,,,6,,,
179813,8db7624a-e75e-41be-be96-710553c56bdc,,,,,,M,,C,2013-09-05 00:00:00,9,118,9,,,,,,,,,,,
245198,9ecdfb2b-ecba-421b-bdf7-3e2e45765a96,,,,,,F,,C,2014-09-01 00:00:00,Leaver,126,8,2,,53,,,,,,,,
169331,2a388c80-16e2-4c61-a0ca-8ff652a6d7e7,,,,,,F,,C,2016-09-01 00:00:00,8,125,3,2,,,,,,,,,2,
159296,41860369-073b-422a-b27e-b70caf14f3cc,,,,,,M,,C,2013-09-04 00:00:00,9,131,2,,2,,,,,2,,,,
156178,c93780a7-698c-4ab9-9053-caddc00ff3b8,,,,,,M,,C,2017-09-06 00:00:00,8,128,7,,,,,,,,,,,
221442,01820de4-6acc-4996-ac7e-2848eb95d770,,,,,,F,,C,2017-09-06 00:00:00,Leaver,119,7,,,40,,,,,,,1,
128746,7b6eec2e-349f-48ab-b3bd-a472348ce274,,,,,,M,,Leaver,2017-09-04 00:00:00,10,114,3,,2,,,,,,,,,
184623,d4cfa0b4-b24c-46d8-8cd5-9cca75056350,,,,,,F,,C,2014-09-05 00:00:00,10,129,12,,2,,,,,,,,,
163429,2195c14b-c793-4a6f-84a0-0ba64fa2358a,,,,,,M,,C,2017-09-01 00:00:00,11,122,,,,,,,,,,,3,
189394,97f2999f-bdaf-40de-ab3e-8a46633cc5af,,,,,,F,,Leaver,2014-09-04 00:00:00,10,97,8,,,,,,,,,,16,
195410,be194b12-c0f8-4888-98d8-06573791a088,,,,,,M,,C,2013-09-01 00:00:00,7,121,,1,,31,,,,,,,,
181788,eb04900c-c367-4a11-9d89-aab0a3fa4324,,,,,,M,,C,2015-09-03 00:00:00,11,105,6,,,,,,,11,,,,
200892,7a5eeb80-eb24-4464-8d56-e62880469e64,,,,,,F,,C,2017-09-04 00:00:00,9,109,,3,,,,,,,,,,
189835,6caca3a1-ee15-4690-b174-b106488f5ccc,,,,,,F,,C,2014-09-03 00:00:00,11,108,,,,,,,,,,,3,
134377,4e8cb1dd-d1f9-49a0-bd4a-ecc1e93cda99,,,,,,F,,Leaver,2015-09-04 00:00:00,9,126,7,2,,,,,,,,,1,
125067,e798f208-4a2e-4fd3-923a-a48b46eeb3d4,,,,,,F,,C,2017-09-06 00:00:00,11,118,,1,,,,,,,,,,
229464,8824d973-2869-44f9-8255-26b6f5257359,,,,,,M,,C,2017-09-01 00:00:00,Leaver,116,5,1,2,,,,,,,,,
188853,90b9f9ab-9fef-4ec1-b1c3-2b339788cabc,,,,,,F,,C,2017-09-04 00:00:00,10,131,14,,,,,,,9,,,,
240332,b2434e64-4bb1-4bf3-b740-3b79f79e8dd4,,,,,,M,,C,2017-09-06 00:00:00,10,109,1,2,,47,,,,,,,,
116436,8d421185-e509-410d-9551-9083c8741dac,,,,,,F,,C,2013-09-04 00:00:00,8,114,7,1,,,,,,,,,,
207174,19bc09be-20f9-4337-ae3b-6288c1266b2b,,,,,,F,,C,2015-09-04 00:00:00,10,128,,,,,,,,1,,,,
194340,21a8ddf0-7a19-4e46-b4eb-29838dd63288,,,,,,M,,C,2016-12-14 00:00:00,7,95,,,,45,,,,,,,,
150102,c76e02b6-bbad-449f-b2b9-67e04cad7331,,,,,,M,,C,2016-09-01 00:00:00,11,126,,,,49,,,,,,,,
145777,47cbf2c8-4742-4151-ab33-725c2fa3f6b7,,,,,,M,,C,2015-09-04 00:00:00,9,117,,2,,,,,,,,,,
191623,2c1dc0f3-7468-4214-81d0-04d23117f868,,,,,,F,,C,2015-09-04 00:00:00,8,130,9,,,,,,,,,,,
197051,4603ff52-cc12-4340-9909-c73eaf549a11,,,,,,M,,Leaver,2014-09-04 00:00:00,9,106,,,,,,,,,,,2,
176014,bd4e8687-a443-4177-9785-8a9d11398668,,,,,,M,,C,2017-09-06 00:00:00,9,125,3,,,,,,,,,,,
230668,d0457f7d-9b8e-44e2-b925-0d1509e71419,,,,,,M,,C,2015-09-01 00:00:00,8,123,,2,,,,,,,,,,
180189,15a991ec-910e-4221-8ba0-3c99e8d5e3f6,,,,,,F,,C,2016-09-05 00:00:00,9,130,,,,,,,,,,,,
226730,935c33bb-802e-4864-8fe3-32881712f467,,,,,,M,,C,2013-09-03 00:00:00,11,128,7,1,,,,,,,,,,
231692,541ec92c-270b-43c7-b9ff-85f1a1eeed20,,,,,,M,,C,2016-09-01 00:00:00,11,131,,1,,,,,,,,,,
202272,92d9f2a0-73a0-4f13-b624-8d85eb38a31f,,,,,,M,,C,2017-09-04 00:00:00,10,123,11,1,,,,,,,,,3,
216637,7e49d482-e82a-4525-a1c9-dbd6eef18d74,,,,,,M,,C,2014-09-04 00:00:00,10,128,3,1,,,,,,,,,3,
189209,2136ce2c-b620-4cbd-9d93-2a958b1a30e0,,,,,,F,,C,2013-09-05 00:00:00,10,112,2,,,,,,,,,,,
173985,a0c8f2d2-068e-415d-b1e2-da7a16f415b1,,,,,,F,,C,2013-09-05 00:00:00,Leaver,104,7,1,,,,,,,,,,
223290,696dfa8a-ba7f-4a06-8733-aa169eb2f358,,,,,,F,,C,2015-09-04 00:00:00,10,117,9,,,,,,,5,,,1,
249864,2d402dde-72e0-41b7-9b2d-5078ec74797b,,,,,,F,,C,2016-09-05 00:00:00,8,129,4,2,,,,,,2,,,1,
156863,042b07cf-5dd8-449d-a6d5-a04e8dcf4b33,,,,,,F,,C,2017-09-04 00:00:00,9,119,,,,,,,,,,,,
245654,217deeb7-6286-4802-b18b-d0509c60b0ea,,,,,,M,,C,2014-09-04 00:00:00,11,121,3,1,,,,,,,,,,
228333,c9e48707-22ba-404e-a5db-17f82020d16d,,,,,,F,,C,2016-09-01 00:00:00,12,130,6,,,,,,,,,,5,
194498,01b1ea65-87e5-4520-8ed9-5949b9a921cf,,,,,,F,,C,2016-04-01 00:00:00,10,117,3,2,,,,,,,,,,
156427,70e0fee8-f81e-404f-b9bf-16b49bce02ce,,,,,,M,,C,2015-09-04 00:00:00,9,127,10,1,,,,,,,,,,
123805,4e15bd7b-8efd-45ef-bd27-2bb11692c2bb,,,,,,F,,C,2013-09-04 00:00:00,10,119,4,,2,,,,,2,,,1,
217535,cc4bd895-9f8b-4fe4-9bb6-a4980d0e3018,,,,,,F,,C,2016-09-01 00:00:00,11,117,,1,,,,,,2,,,,
186310,ac6760b9-17e8-4aa9-a4a5-3d9042ea00e8,,,,,,M,,C,2016-09-01 00:00:00,8,109,10,,,,,,,,,,,
136797,04b4a025-694b-4bf3-8244-48e5121b0c25,,,,,,F,,C,2017-09-01 00:00:00,10,117,1,1,,,,,,,,,,
188350,2c188e17-1d0d-42b7-97d6-773320609778,,,,,,F,,Leaver,2018-07-02 00:00:00,7,110,,1,,46,,,,,,,,
254570,61fc75db-e785-4c1b-bb92-b05cbb41f249,,,,,,M,,C,2015-09-01 00:00:00,11,112,5,,2,32,,,,,,,4,
211844,28933ee0-4428-4c7b-8bb5-73084ebefb64,,,,,,M,,C,2017-09-04 00:00:00,9,130,8,,,,,,,,,,,
155532,aa4ef124-2206-415a-b0c8-0f16b83819dd,,,,,,F,,C,2013-09-05 00:00:00,8,98,2,,,37,,,,,,,3,
122071,b04e3bbe-0f6a-47d5-93b1-edabbc54c1de,,,,,,F,,C,2016-09-05 00:00:00,9,124,,,,,,,,2,,,,
194596,b4272509-30fb-40f4-8b68-00d417ebabad,,,,,,M,,C,2013-09-05 00:00:00,11,129,15,,,,,,,,,,,
183110,26fd38cc-cc80-4609-8e96-ae3e5550a0f1,,,,,,M,,C,2014-09-05 00:00:00,10,123,8,,,,,,,,,,9,
204704,8af6bc72-4c1a-4391-b49c-52971db677b3,,,,,,M,,C,2014-09-03 00:00:00,10,132,,1,,,,,,4,,,6,
212578,ba137de5-b387-4c1e-b080-b5ef7c3f704f,,,,,,F,,C,2015-09-01 00:00:00,9,109,9,1,,,,,,,,,2,
164682,d71c179e-b965-48db-8921-ed6be54ea63f,,,,,,M,,C,2015-09-01 00:00:00,8,94,,1,,,,,,1,,,,
158551,ccf4c60d-c45f-4182-a0b2-c88056e19e1c,,,,,,M,,C,2013-09-02 00:00:00,13,111,2,1,,36,,,,,,,,
209717,1e466b58-74d7-4218-9c51-9cd894376fd4,,,,,,F,,C,2013-09-05 00:00:00,11,114,,1,,,,,,,,,,
196780,57b65c64-4666-42ec-93e0-3a70b9d672c9,,,,,,M,,C,2011-09-01 00:00:00,9,131,6,1,,,,,,,,,2,
252078,a0fbbe3b-01d2-4a1b-9377-c621b5289ee4,,,,,,M,,C,2017-09-05 00:00:00,10,110,8,,,,,,,,,,,
221295,b38241cf-c156-453f-b87f-709614d858f4,,,,,,M,,C,2015-09-04 00:00:00,10,95,,1,,,,,,,,,,
233591,419eb0c5-58aa-4e0e-a237-051cb688d1be,,,,,,F,,C,2016-09-05 00:00:00,9,124,,3,,,,,,,,,,
204997,b5b95042-3f8d-4d91-b506-d1d7b02536fb,,,,,,M,,C,2013-09-04 00:00:00,Leaver,102,,,,,,,,,,,,
122737,71422124-bbbd-41b7-8916-a3a5ea170824,,,,,,M,,C,2015-09-01 00:00:00,8,130,,3,,,,,,3,,,,
124790,4f82eac8-c45f-4a0f-a361-69b75ea4f0c3,,,,,,M,,Leaver,2014-09-05 00:00:00,11,104,,,,37,,,,,,,,
236734,83420c05-0dd1-4346-b9d4-d5a93e149032,,,,,,M,,Leaver,2017-09-22 00:00:00,11,111,,4,,,,,,,,,,
206014,cbff7bcd-d2a2-45b4-9b0d-6ad32d1ba351,,,,,,M,,C,2016-09-05 00:00:00,9,126,,2,,,,,,2,,,,
218902,a8fd65f6-66c3-4bf0-9dae-d8333678eaaf,,,,,,M,,C,2014-09-05 00:00:00,Leaver,114,2,,,,,,,,,,,
217368,fecf404c-5dc5-4abc-b713-b61ac931d64b,,,,,,M,,C,2013-09-04 00:00:00,8,126,4,,,,,,,10,,,,
137938,4a803666-199f-4a1c-a423-5aa9062a5e6b,,,,,,F,,C,2014-09-05 00:00:00,8,78,,,,,,,,,,,,
179747,dda00742-361e-495e-a9d1-609038a8a464,,,,,,M,,Leaver,2015-09-03 00:00:00,9,125,,,,,,,,,,,,
196878,baed08e4-72a3-4b01-81c1-47bca8dedbb9,,,,,,M,,C,2013-09-03 00:00:00,12,95,,,,23,,,,,,,,
146943,c9428046-ccab-445f-9fd8-91f639224b47,,,,,,M,,C,2015-09-03 00:00:00,9,124,5,,,,,,,,,,,
206587,d8939463-8cba-4187-a732-c8fad76f5b46,,,,,,F,,C,2017-05-16 00:00:00,12,117,,2,,37,,,,,,,,
168973,5e79e089-cbab-4f92-aae2-cf1ac9d90587,,,,,,M,,C,2016-09-01 00:00:00,11,109,,,,46,,,,,,,,
200455,4cad5e8d-c9ef-40f0-b634-7b40e8448b72,,,,,,F,,C,2017-09-01 00:00:00,11,114,,3,,,,,,,,,,
147774,aef437b6-6c68-44d6-a1d8-c3115950a05b,,,,,,M,,C,2011-09-01 00:00:00,Leaver,123,13,2,,,,,,,,1,,
202289,62cccc34-c7a5-4850-a84f-1915fdfc71ad,,,,,,M,,C,2015-09-03 00:00:00,9,108,,,,,,,,,,,,
217234,b1aea4cc-0688-40ea-8818-2a15618bf9b4,,,,,,M,,C,2014-09-03 00:00:00,11,127,,1,,,,,,,,,,
230787,4f8757f0-907b-46a4-bb73-d6e3003856ae,,,,,,F,,Leaver,2014-09-04 00:00:00,11,100,1,,,,,,,,,,3,
152827,75c2b3e0-32f2-444a-ac4f-e9f6985021a4,,,,,,M,,Leaver,2017-09-06 00:00:00,11,117,,,,42,,,,,,,,
175688,187a1383-1a8d-40a1-88d8-d17823e7dab1,,,,,,F,,Leaver,2014-09-04 00:00:00,11,122,,,,43,,,,,,,,
179320,8ecd1d00-6b98-4384-9f23-7beeb03ec61a,,,,,,M,,C,2016-09-01 00:00:00,Leaver,117,2,,,,,,,,,,,
256125,0155d45b-7e4a-4f7d-bee7-0923c4b0c998,,,,,,M,,C,2013-09-01 00:00:00,10,132,6,1,,,,,,,,,,
182173,be802e24-134b-427a-81b8-af37f18aeb9d,,,,,,F,,C,2011-09-01 00:00:00,Leaver,98,,,,35,,,,,,,,
145249,41337d1e-24e4-43c4-97a1-71267b2bcd53,,,,,,M,,C,2017-09-04 00:00:00,11,118,,1,,45,,,,,,,,
151858,b2fda892-e328-43fe-8cfa-81a0a1b78d0e,,,,,,M,,C,2016-09-02 00:00:00,10,122,2,1,,,,,,,,,,
170651,b2716fac-2af9-411a-81bb-14b466e5ef8a,,,,,,F,,C,2016-09-05 00:00:00,10,121,6,1,,,,,,,,,,
170947,db8dd462-7f94-497e-ad7c-45e8ebac9762,,,,,,M,,Leaver,2016-09-01 00:00:00,9,127,,2,,,,,,,,,,
215721,76b69b19-f215-4614-b630-a1be55d2dc98,,,,,,F,,C,2016-09-01 00:00:00,9,125,,,,,,,,,,,,
188508,4daff7a9-0602-4bc7-90eb-905adc505869,,,,,,F,,C,2013-09-05 00:00:00,11,129,1,,,,,,,1,,2,,
155672,01a38e46-c4f4-4ebe-bf84-8ef6e4852b26,,,,,,M,,C,2016-09-02 00:00:00,11,126,,,,,,,,,,,,
210551,f0548d5b-8ad4-4f66-b577-60692b25ecd2,,,,,,M,,C,2015-09-03 00:00:00,11,127,1,3,,,,,,,,,,
228946,37c80411-e5e6-4165-a841-61433e609e51,,,,,,M,,C,2014-09-03 00:00:00,8,112,4,,,,,,,,,,,
222010,fd41ecd6-7f5c-4f8f-a2d3-bfba090692af,,,,,,M,,C,2016-09-05 00:00:00,11,116,,,,42,,,,,,,,
155524,c877769f-f082-45f1-a86c-af587697b1e4,,,,,,F,,C,2015-09-01 00:00:00,11,121,8,2,,,,,,,,,,
134559,23199011-6efb-406f-9f8e-685f2f15ee09,,,,,,M,,C,2015-09-03 00:00:00,8,94,,,,,,,,3,,,,
245409,b4a472dc-d1fc-4d66-aef4-2c5260d3bee9,,,,,,M,,Leaver,2015-09-01 00:00:00,11,119,3,,,23,,,,3,,,,
176290,8280fdb4-f990-4d01-9cd0-8d9993351140,,,,,,M,,C,2017-09-06 00:00:00,8,112,,,,,,,,,,,,
128586,0f5af68c-6fa3-4c40-b3b8-ad3dfd8efb55,,,,,,M,,C,2015-09-02 00:00:00,10,109,10,2,,,,,,,,,,
