Estab,UPN,Surname,Forename,Middlenames,PreferredSurname,FormerSurname,Gender,DoB,EnrolStatus,EntryDate,NCyearActual,TermlySessionsPossible,T_Reason_I,T_Reason_M,T_Reason_R,T_Reason_S,T_Reason_T,T_Reason_H,T_Reason_E,T_Reason_C,T_Reason_G,T_Reason_U,T_Reason_O,T_Reason_N
150986,c719ce57-f58d-4f0e-98d3-6f2e1e843144,,,,,,F,,C,2018-09-07 00:00:00,11,129,,1,,,,,,,,,,
213635,db90cea1-6d61-4c87-825d-349a6aafb1b7,,,,,,M,,C,2015-09-15 00:00:00,8,126,,,,,,,,,,,,
208089,7c2aa149-7b11-4f23-a5a6-d0a99950acbc,,,,,,F,,C,2017-09-04 00:00:00,7,126,,2,,,,,,,,,,
157141,6835af71-0e31-4397-8966-6c64b46c151a,,,,,,F,,C,2017-09-04 00:00:00,11,108,,1,,,,,,,,,,
227091,0b2d07ba-b98b-4449-b451-d3229813c6b1,,,,,,F,,C,2015-09-03 00:00:00,9,135,6,1,,,,,,,,,,
224021,dfe7b6d2-df63-4bd0-acb8-972f2131b4a9,,,,,,M,,C,2017-09-06 00:00:00,9,142,5,2,,,,,,,,,5,
178709,1731a216-94e3-47c7-ab50-bd24a95c9716,,,,,,F,,C,2018-09-03 00:00:00,9,137,,,,,,,,3,,,,
225290,2141abcf-893a-4bcc-ac1b-bc6f357baa8c,,,,,,M,,C,2014-09-02 00:00:00,7,130,4,2,,,,,,,,,,
209232,f42a7365-3fa8-4daa-b617-7bc3bfee5240,,,,,,F,,C,2014-09-03 00:00:00,11,123,10,,,,,,,,,,4,
201192,6f7a1ce5-79de-44aa-b5b6-10bfbc2395e3,,,,,,M,,C,2014-09-04 00:00:00,9,137,5,,,,,,,2,,,,
192934,334a5450-9e19-4ecc-bd8e-4557495dfd33,,,,,,F,,C,2017-10-30 00:00:00,8,136,,,,,,,,1,,,,
153494,1cb8d7e7-e913-4091-ad0f-7b0f43520bcc,,,,,,F,,C,2016-06-10 00:00:00,10,120,,1,,,,,,,,,6,
181436,5b66d801-2dae-4b2e-9042-3eeee85b669f,,,,,,M,,C,2018-09-05 00:00:00,7,116,3,1,,,,,,,,,,
129881,d794d95d-4277-40d8-8204-5d55fd52f338,,,,,,M,,C,2017-02-20 00:00:00,7,120,,,,,,,,,,,,
162082,45bb13e5-38c5-4150-a6d6-6ea596156d54,,,,,,F,,C,2015-09-03 00:00:00,8,135,11,2,,,,,,,,,5,
199161,9728a842-5b53-4955-927d-3308a6ac3b80,,,,,,F,,C,2018-09-07 00:00:00,11,130,3,,,,,,,,,,,
187502,7d4bd637-9d81-4e61-878c-c379feae3b1e,,,,,,M,,C,2014-09-03 00:00:00,11,132,9,2,,,,,,2,,,,
187588,82e5a47a-e6d5-46dd-968c-23ef4ac2aa5a,,,,,,F,,C,2015-09-04 00:00:00,7,134,6,,,,,,,,,,,
214352,3eec8a37-0237-486a-99b5-d41b57814984,,,,,,F,,Leaver,2015-09-03 00:00:00,8,131,,,,,,,,,,,,
203016,58409361-4f42-4d94-859a-cdea35e82045,,,,,,F,,C,2015-09-02 00:00:00,10,141,,,,,,,,,,,,
171114,7794d652-205b-4f26-b31a-3a5aebf6eb0b,,,,,,F,,C,2018-09-01 00:00:00,9,133,2,1,,,,,,,,,7,
261797,c88cffda-fd6e-4d45-982e-db6f8653619e,,,,,,F,,C,2016-09-01 00:00:00,8,140,,,,,,,,,,,,
252684,dd3b0cd1-c6a9-499e-84f2-bbc853531084,,,,,,F,,C,2018-09-07 00:00:00,8,139,,1,,,,,,,,,,
129668,47afb278-7fa8-4091-8de6-2e2f9ed13e4a,,,,,,M,,C,2015-09-04 00:00:00,7,127,7,,,,,,,2,,,4,
210553,e6258e3d-f32a-4fc1-9d44-cecfcbc2e3c4,,,,,,F,,C,2017-09-04 00:00:00,Leaver,135,9,1,,,,,,,,,,
135147,37262c2a-f806-42ef-ba1c-9e6db877ecd9,,,,,,F,,C,2014-09-01 00:00:00,9,117,14,,,,,,,3,,,,
282090,0b187293-65b1-441f-a274-75cc00b7baad,,,,,,M,,C,2018-09-05 00:00:00,10,124,6,,,,,,,3,,,,
167440,989ec6ef-0c7f-4ebe-9e7e-8b7d8658688f,,,,,,M,,C,2014-09-04 00:00:00,10,134,8,,,,,,,1,,,6,
192176,a4a9332f-2f57-4ff2-a755-db2a3f26417a,,,,,,F,,C,2018-09-06 00:00:00,7,128,7,,,,,,,2,,,,
216097,e104c63f-9008-4229-a2a2-e7359c0b1142,,,,,,M,,C,2017-09-06 00:00:00,9,130,3,,,,,,,2,,,,
217110,5083d1eb-bc89-45a3-8bd2-5a9a93cba310,,,,,,M,,C,2014-09-04 00:00:00,10,128,14,1,,,,,,,,,,
220600,f84943b6-30f2-4d0f-b21a-40d04258a3ed,,,,,,F,,C,2017-09-06 00:00:00,8,133,6,2,,,,,,4,,,,
164893,c15a508d-d46e-4519-ba83-d803634a62f4,,,,,,F,,C,2014-09-03 00:00:00,7,131,5,1,,,,,,,,,,
164887,951afdc7-a969-4bb3-9ab0-a0bfdc077caf,,,,,,M,,C,2017-09-06 00:00:00,9,135,4,,,,,,,,,,,
186321,b2d8afb6-2999-40c1-aefe-2a6c62630369,,,,,,M,,Leaver,2015-09-04 00:00:00,11,124,1,,,,,,,2,,,,
242397,f545859f-64bb-4738-a93a-a0b3568c6d63,,,,,,F,,C,2018-09-07 00:00:00,10,138,6,,,,,,,3,,,,
199572,b84ff96b-06bb-4b8b-97d7-91fe27a1a57f,,,,,,M,,C,2014-09-03 00:00:00,12,125,,1,,,,,,,,,6,
114830,1aa3819a-352b-4c1a-b802-9357551fd451,,,,,,F,,Leaver,2014-09-05 00:00:00,8,101,4,,,,,,,,,,,
89492,dd3b0cd1-c6a9-499e-84f2-bbc853531084,,,,,,M,,C,2017-09-06 00:00:00,7,119,5,,,,,,,2,,,,
139378,04cbd22a-2660-4970-9817-2e0d3ac1a226,,,,,,F,,Leaver,2015-09-04 00:00:00,10,122,,,,,,,,3,,,,
144752,d9fbe6c2-bcac-40c6-83cb-e45003f45b48,,,,,,M,,C,2016-09-02 00:00:00,7,128,,,,,,,,2,,,,
229502,39efb3ff-14b7-47f6-b213-9e8979b0671b,,,,,,F,,C,2017-09-06 00:00:00,9,136,6,2,,,,,,,,,,
180596,c67095ed-7fa2-4325-b8c7-15037fc53083,,,,,,F,,C,2016-09-01 00:00:00,10,137,6,,,,,,,3,,,,
166798,4681e3dd-ba91-4e70-9ad3-2e7cff00b72a,,,,,,F,,Leaver,2018-09-05 00:00:00,8,130,,,,,,,,2,,,4,
183103,16aa41f5-1776-4ee4-a56d-a7066c31c090,,,,,,F,,C,2018-09-25 00:00:00,11,123,5,,,,,,,,,,,
106087,9783c580-0692-4642-bff5-1a7761675bb8,,,,,,F,,Leaver,2017-09-06 00:00:00,9,123,,1,,,,,,,,,,
189049,1d6763bf-2af3-42a5-89e1-469e745aa409,,,,,,F,,C,2017-10-16 00:00:00,Leaver,128,1,,,,,,,1,,,,
244585,8b922c28-d815-4f21-b7df-f107cd6f2022,,,,,,M,,C,2014-09-03 00:00:00,10,139,3,,,,,,,,,,,
161630,9a42cd6f-4574-4b0b-9f46-ef9f38a00348,,,,,,F,,C,2015-09-01 00:00:00,7,105,,,,,,,,,,,,
208580,9d38bc66-c1f9-451a-ac8b-c4a36ac18e3c,,,,,,M,,C,2015-09-04 00:00:00,Leaver,118,,,,,,,,,,,,
163227,7a08d2cf-71c7-44ed-be65-e961db1db505,,,,,,M,,C,2014-09-03 00:00:00,7,136,,,,,,,,,,,,
155157,b6f490e7-d823-4856-a12f-7df1c3573c65,,,,,,F,,C,2018-09-07 00:00:00,7,142,,,,,,,,2,,,,
155814,25aae583-b897-489c-a554-5fb4d6879f62,,,,,,M,,C,2018-09-06 00:00:00,8,122,10,2,,,,,,,,,,
209811,f521a8c1-c59a-4939-a0d3-2eb84c8c5799,,,,,,F,,C,2018-09-07 00:00:00,8,141,3,,,,,,,3,,,,
206164,60410c7e-d25d-4070-bccd-92fe42bed271,,,,,,F,,M,2011-09-01 00:00:00,8,136,,,,,,,,,,,,
214494,d33cf66b-e783-4469-8c15-544b56ecf398,,,,,,F,,C,2015-09-01 00:00:00,7,140,,,,,,,,,,,3,
235468,19ffdabf-6a21-4a2b-9433-5b41bbe1f8bf,,,,,,F,,C,2018-09-06 00:00:00,7,125,,,,,,,,,,,,
184362,a422cce2-9a80-4ec1-afe1-54180f4fb5e0,,,,,,M,,C,2014-09-03 00:00:00,9,116,,,,,,,,,,,4,
193982,356ffeef-a8a6-4709-8e09-16671bb9f5e9,,,,,,F,,C,2014-09-03 00:00:00,8,139,,2,,,,,,,,,6,
228669,23bc2d66-7e99-4b00-a5d2-2140aec36dee,,,,,,M,,C,2016-09-01 00:00:00,10,122,7,,,,,,,,,,,
248586,3bf0823e-2f29-4d93-9c32-9290616a18f0,,,,,,F,,C,2016-09-05 00:00:00,9,127,,,,,,,,,,,,
170236,74137f91-613c-4b28-9684-cfcd9aa4cf9b,,,,,,M,,C,2017-09-06 00:00:00,7,131,5,,,,,,,3,,,,
162350,4adb73e5-39e7-45e6-902f-05c78af115fc,,,,,,M,,C,2015-09-03 00:00:00,8,113,5,,,,,,,3,,,,
227908,8d3f8e6f-1493-485e-a45e-068b2b6c0f60,,,,,,M,,C,2015-09-01 00:00:00,7,131,,,,,,,,,,,,
179177,6d8382f6-6176-4e43-9683-9cabf91c1794,,,,,,M,,C,2014-09-03 00:00:00,9,118,,1,,,,,,,,,,
203315,41f56c35-db08-4b2e-a855-46d3f9b0c828,,,,,,M,,C,2014-09-04 00:00:00,9,125,5,,,,,,,,,,,
211412,ccd34b20-7702-4f90-a80d-484c960bb084,,,,,,M,,C,2017-09-06 00:00:00,10,135,,1,,,,,,2,,,,
153379,74adbb24-fa39-425c-bab4-6654f9974d86,,,,,,M,,C,2017-04-19 00:00:00,11,128,11,2,,,,,,,,,,
150278,7bf0a3f7-f122-470d-80f4-65edfe1ce2b0,,,,,,M,,C,2014-09-04 00:00:00,10,123,,,,,,,,3,,,,
212207,e598c4af-d636-4b23-a342-75f16970428d,,,,,,M,,C,2008-09-04 00:00:00,9,137,7,,,,,,,,,,,
235529,75f0f73a-1d69-4d3b-9af7-d06e461e3426,,,,,,F,,C,2014-09-04 00:00:00,8,132,,1,,,,,,,,,,
223573,2f2a5b40-6c68-4354-aa72-fd29e1c6223f,,,,,,F,,Leaver,2014-09-04 00:00:00,8,133,,1,,,,,,3,,,,
206839,c17e668b-45bc-4d1e-9fa3-49bb5d57b145,,,,,,F,,C,2018-09-05 00:00:00,8,114,,2,,,,,,,,,,
193041,8e93bf6d-e155-468d-bb87-abcb40665de7,,,,,,F,,C,2017-09-06 00:00:00,7,131,,2,,,,,,,,,,
182188,7ddf4394-7904-4c50-8617-399becd190b3,,,,,,F,,C,2018-09-07 00:00:00,11,129,,1,,,,,,2,,,,
245972,eb419d64-438d-44cf-a652-1215eae42fcf,,,,,,M,,C,2014-09-05 00:00:00,9,137,7,1,,,,,,,,,,
185142,29907d8c-030d-4fbd-ab11-584ac05b0b18,,,,,,F,,C,2014-09-04 00:00:00,10,140,7,2,,,,,,,,,,
191656,b1b85a4d-b063-4199-a2a3-b89fa4f3cc27,,,,,,M,,C,2014-09-03 00:00:00,10,139,,1,,,,,,,,,,
133052,9846c3c7-c17f-409b-a48f-fb35bf88dd10,,,,,,F,,C,2014-09-03 00:00:00,8,138,8,,,,,,,,,,,
201429,50224200-7ef7-4731-9eda-4b615150b420,,,,,,F,,C,2018-09-07 00:00:00,9,125,2,2,,,,,,,,,,
194250,8464b125-6e07-4d73-a347-a0f7a5f2037f,,,,,,M,,C,2014-09-05 00:00:00,Leaver,138,,2,,,,,,,,,,
214397,4c8915d0-34e2-4761-8a43-7fb067142d02,,,,,,F,,C,2017-09-05 00:00:00,9,130,2,,,,,,,2,,,,
190388,9a520e62-a2e0-4df5-83ac-4973236657be,,,,,,F,,C,2016-09-05 00:00:00,7,123,,,,,,,,,,,,
149352,0da40bc0-b8c1-492b-be74-dc77e8bf2009,,,,,,M,,C,2017-09-06 00:00:00,8,119,9,,,,,,,,,,,
222354,9ebecbca-1cd0-4dc1-8d6a-2205526d557e,,,,,,M,,C,2017-09-04 00:00:00,9,131,,,,,,,,,,,,
174322,1ca5cf68-1659-4ac0-8cbd-88d7eb7a9870,,,,,,F,,C,2015-09-04 00:00:00,Leaver,129,4,,,,,,,1,,,,
163388,649bf68a-a2c9-41dd-ac8c-3b9af0b236b7,,,,,,F,,C,2018-09-06 00:00:00,10,118,9,,,,,,,,,,,
140175,d69d5fa7-e97d-4292-a94f-38356b0c58aa,,,,,,F,,C,2017-09-04 00:00:00,7,120,,,,,,,,,,,,
228342,df32f737-b5b7-43b5-bc23-4111be1ac62b,,,,,,M,,C,2018-09-05 00:00:00,10,123,7,,,,,,,,,,5,
216634,684ab2e8-75a9-4a36-9b9c-03e6db198534,,,,,,F,,C,2017-09-07 00:00:00,8,141,10,,,,,,,4,,,,
212257,317623e9-0782-4693-b02d-e279a6e27900,,,,,,F,,C,2017-09-06 00:00:00,8,129,8,,,,,,,,,,,
141184,b9208d3a-73bb-4f1f-a352-50e603756947,,,,,,M,,C,2017-09-06 00:00:00,10,130,6,2,,,,,,3,,,,
251350,17f1febd-3687-4527-a00d-54baf57ffa2b,,,,,,F,,C,2018-09-01 00:00:00,9,123,,1,,,,,,2,,,,
190768,26fcf801-354c-40f1-8103-58d4a221c3ad,,,,,,F,,C,2017-09-06 00:00:00,7,113,5,,,,,,,,,,,
192413,b38241cf-c156-453f-b87f-709614d858f4,,,,,,M,,C,2016-09-05 00:00:00,8,138,10,,,,,,,3,,,,
174200,6c4bdc3f-4360-44ee-a20c-b9ba1079c0f5,,,,,,M,,C,2018-09-06 00:00:00,10,132,6,2,,,,,,,,,4,
179760,9b3c6442-85a0-4dce-9184-8ded2890ee89,,,,,,M,,Leaver,2018-09-25 00:00:00,8,136,,,,,,,,3,,,,
212129,36b5b549-4f98-4ffa-ba05-f259af1c2708,,,,,,M,,C,2018-09-06 00:00:00,8,142,,,,,,,,,,,,
155731,e810c49a-4bb2-4367-8be5-be8c7976350a,,,,,,M,,Leaver,2016-09-01 00:00:00,7,136,,3,,,,,,,,,5,
167320,10fc3b81-92e3-40e3-b371-162943c72768,,,,,,M,,C,2014-09-01 00:00:00,7,121,,1,,,,,,,,,,
167067,f8913142-fa7b-49da-a4f5-2a9a0a71e8eb,,,,,,M,,C,2014-09-04 00:00:00,12,139,11,,,,,,,4,,,,
152416,b45b5993-0195-4290-a84c-091c78bc216e,,,,,,M,,C,2018-02-26 00:00:00,11,130,,,,,,,,,,,,
216025,426426c8-93f8-4e3f-afca-a1c9030c2e79,,,,,,F,,C,2014-09-04 00:00:00,7,134,3,2,,,,,,2,,,,
230177,1139c557-4909-4903-a9cd-764a73a6159f,,,,,,F,,C,2017-09-06 00:00:00,8,140,4,,,,,,,2,,,,
168823,d33020a6-22bf-42b4-b2c3-f737d419a95f,,,,,,M,,C,2018-09-03 00:00:00,10,120,,,,,,,,,,,,
166541,9a4e4a38-f59b-41fd-a8c5-3bdd891c29b0,,,,,,M,,Leaver,2018-09-06 00:00:00,7,116,8,,,,,,,2,,,,
253635,13b296ef-7eed-42c8-91e4-32ff63afeb3a,,,,,,M,,C,2015-09-03 00:00:00,9,142,3,,,,,,,,,,,
146778,ab1b0dbd-5be2-4c42-a8ac-b54a362b605b,,,,,,M,,C,2016-09-05 00:00:00,11,129,6,1,,,,,,,,,,
135245,4551f669-a2e8-48e2-9b00-04b73315290d,,,,,,M,,C,2017-09-06 00:00:00,9,134,,,,,,,,3,,,,
167184,3106a5f4-4e7d-4004-bef7-02d1b6fbd461,,,,,,F,,C,2015-09-03 00:00:00,11,131,9,2,,,,,,,,,,
256173,27ecf725-c5fb-4bcb-ae15-06ac0a5907a3,,,,,,M,,C,2016-09-01 00:00:00,9,129,9,,,,,,,,,,7,
190925,916a8985-c3c1-469a-951e-df5fde67d3a8,,,,,,F,,Leaver,2017-09-04 00:00:00,10,117,,,,,,,,,,,,
172737,8ae0bb2b-aa99-4de4-a963-5e59df9f507a,,,,,,F,,C,2016-09-05 00:00:00,11,115,7,1,,,,,,,,,5,
138549,d0b87587-5157-4268-8b82-424d7d25fdd6,,,,,,M,,C,2015-09-03 00:00:00,12,126,,,,,,,,,,,,
167349,96d7cbd9-737d-486b-be18-6fa69d6c6547,,,,,,M,,C,2018-09-10 00:00:00,7,120,11,2,,,,,,3,,,7,
225425,cdf7772f-4618-4cf5-97fa-227d439804b1,,,,,,M,,C,2018-09-07 00:00:00,8,138,,,,,,,,,,,,
142612,36b275a5-3d32-4e75-855c-b072beaf1863,,,,,,F,,C,2017-09-01 00:00:00,7,105,5,1,,,,,,,,,,
232101,922321ec-acf4-4528-b028-6a26aff54f72,,,,,,F,,Leaver,2018-09-25 00:00:00,9,134,2,,,,,,,,,,,
210037,1bbeb9ee-b6e1-4e88-9b8b-2e1799012cc8,,,,,,F,,Leaver,2014-09-03 00:00:00,10,129,7,1,,,,,,,,,,
157687,6fcdd565-677a-461a-b2fb-66fb50d5fd26,,,,,,F,,C,2016-09-05 00:00:00,8,110,2,1,,,,,,,,,,
178792,07cb0e15-64c6-4f17-8da8-e9435ef4cfef,,,,,,M,,C,2016-09-05 00:00:00,11,111,,,,,,,,,,,,
235632,307e9cee-6710-4fe3-8501-50966c0abf13,,,,,,F,,C,2018-09-01 00:00:00,11,138,,,,,,,,3,,,,
216887,ab08e027-70ee-4a62-982c-70ca2f76240d,,,,,,M,,C,2018-09-06 00:00:00,7,135,4,,,,,,,,,,,
196182,0ddae2b6-c552-41d6-ab81-a1840442df42,,,,,,F,,C,2016-09-01 00:00:00,10,127,6,,,,,,,,,,,
172472,1ca32fe9-009b-4d08-8f15-ae6155b3ae88,,,,,,M,,C,2015-09-01 00:00:00,8,127,7,2,,,,,,3,,,,
178354,8c4b5e57-feb3-4364-9f5b-431791ec5ab2,,,,,,F,,C,2015-09-04 00:00:00,10,136,6,,,,,,,2,,,,
185356,00c2f597-6852-41e1-a957-e78ed4f0c4ac,,,,,,F,,Leaver,2018-09-25 00:00:00,10,104,3,,,,,,,,,,,
141583,56d44243-28d8-4526-b0cf-dffa8403a014,,,,,,F,,C,2018-09-07 00:00:00,8,101,3,,,,,,,,,,,
200357,4f84b42c-0462-4a68-a437-36630df32e1e,,,,,,M,,C,2018-09-07 00:00:00,8,113,,,,,,,,,,,,
213818,12127b4a-8613-4cb2-bf5d-e7d657c33db1,,,,,,F,,C,2014-09-04 00:00:00,9,140,11,1,,,,,,,,,,
195099,7953658f-2a96-428a-a4a8-3ccebccd937b,,,,,,M,,C,2018-09-07 00:00:00,Leaver,135,3,2,,,,,,,,,,
239526,0e00441c-e705-499e-9257-8fc0fa809709,,,,,,M,,C,2017-11-20 00:00:00,9,129,6,1,,,,,,,,,2,
210396,6ba47964-7e2e-4455-b34a-78f3420ccb9d,,,,,,M,,C,2014-09-05 00:00:00,7,141,,,,,,,,3,,,,
156592,601d9f81-754e-478e-895f-c06dc010ed11,,,,,,F,,C,2017-09-06 00:00:00,8,139,,1,,,,,,3,,,,
214121,8f26f372-e1fa-4e43-a672-b52ba080dce1,,,,,,F,,C,2016-09-05 00:00:00,9,140,7,,,,,,,,,,,
191118,a042de28-e87d-4fc5-94d8-0336c2d274af,,,,,,M,,Leaver,2018-05-14 00:00:00,10,136,,1,,,,,,,,,,
240911,066c5b19-497d-49f5-a786-ed9d3829bf83,,,,,,M,,C,2018-07-05 00:00:00,Leaver,141,4,1,,,,,,,,,,
190221,b1e35f4d-d7ef-4010-9db0-480bb5973f94,,,,,,F,,Leaver,2016-09-05 00:00:00,8,141,,,,,,,,,,,4,
198422,2153160b-e9b9-4705-a3c2-048c17339a9a,,,,,,F,,C,2015-09-04 00:00:00,9,141,,,,,,,,,,,,
206288,81b27bed-8103-4c5f-804f-d95aaf60f0f0,,,,,,M,,C,2017-09-06 00:00:00,9,118,5,2,,,,,,,,,,
150008,3df6d39b-a383-4407-926e-476ffd104226,,,,,,M,,C,2014-09-01 00:00:00,9,132,4,,,,,,,,,,7,
166046,76555921-ee1b-4c21-a256-1d3d9c47e37c,,,,,,F,,C,2018-09-04 00:00:00,8,116,,1,,,,,,,,,3,
180303,0f7900e9-674e-48eb-8d83-7834bd3c3e60,,,,,,F,,C,2017-09-06 00:00:00,8,126,6,1,,,,,,,,,,
130234,a683dcda-3214-4d77-89ca-fe039ffd2a8c,,,,,,M,,C,2016-09-01 00:00:00,7,139,2,,,,,,,3,,,,
176785,e24ccbe8-6792-45da-a5e5-e1ce52b59a52,,,,,,F,,C,2016-09-05 00:00:00,8,129,4,,,,,,,,,,,
170581,9d7703c0-b717-4b31-b104-97c7d273dd56,,,,,,F,,C,2016-09-05 00:00:00,11,133,,,,,,,,,,,,
228804,e6258e3d-f32a-4fc1-9d44-cecfcbc2e3c4,,,,,,M,,C,2018-09-07 00:00:00,7,129,7,,,,,,,,,,6,
220279,6edba530-b6b1-4d34-8264-69f62dd81582,,,,,,F,,C,2017-09-01 00:00:00,10,140,6,1,,,,,,,,,,
196482,9f382ffe-057e-42aa-8fc6-6039c1989288,,,,,,M,,C,2017-09-04 00:00:00,8,131,8,2,,,,,,3,,,,
167995,ea9859ea-0a7b-495d-b0f8-af8931c17c1a,,,,,,M,,Leaver,2015-09-03 00:00:00,8,129,9,,,,,,,,,,,
154826,db9dd09b-a8d4-4ec3-bda9-1a80873ab2ae,,,,,,M,,C,2017-09-01 00:00:00,10,125,,,,,,,,,,,,
241049,dca60164-4c23-4d54-8e9e-e017d0c2d217,,,,,,F,,C,2017-09-06 00:00:00,8,129,5,1,,,,,,,,,,
159989,263817b6-cb15-4a9e-ba6f-69d2e9733869,,,,,,M,,C,2014-09-05 00:00:00,9,117,1,,,,,,,,,,5,
191305,db73b99e-4936-4a3f-8fa3-233248c0ce19,,,,,,F,,C,2014-09-04 00:00:00,8,138,,2,,,,,,2,,,,
192735,c1b29639-ce2f-42bc-a7a3-a00f6c085e78,,,,,,F,,C,2018-09-04 00:00:00,7,123,,,,,,,,,,,,
159017,5d42d4ed-5493-4ff8-9242-7d66a8750320,,,,,,F,,Leaver,2014-09-01 00:00:00,8,110,,1,,,,,,1,,,,
195924,b36900d9-3a51-47df-8935-54e76f7c372c,,,,,,F,,Leaver,2018-09-05 00:00:00,9,126,3,,,,,,,,,,,
205062,8d380fe1-f171-4f3c-bd92-e234db087a5d,,,,,,F,,C,2018-09-04 00:00:00,10,137,9,,,,,,,2,,,3,
242721,5e3f5b81-081d-46ab-95ee-7845e7cc3cc8,,,,,,M,,C,2015-09-04 00:00:00,10,127,,1,,,,,,,,,,
175891,cbccc9b1-f464-4969-94f6-cae5a654ad2e,,,,,,F,,C,2018-08-28 00:00:00,9,126,14,2,,,,,,3,,,,
214204,a45e52d1-45aa-420f-ad08-be37f6ededd0,,,,,,M,,C,2018-09-07 00:00:00,9,132,5,,,,,,,,,,,
193693,4ef16316-9337-4c7b-9414-eafbfe2707da,,,,,,F,,C,2018-09-05 00:00:00,12,136,3,2,,,,,,,,,,
202837,9d72a59d-7fff-4b18-ad9e-3301dd597d14,,,,,,M,,C,2016-09-05 00:00:00,8,138,,,,,,,,,,,,
200161,4fe087a5-6eb3-4e7d-b151-21284ad224d3,,,,,,M,,C,2016-09-01 00:00:00,7,134,,,,,,,,,,,,
165953,f76f4809-9182-4536-ac65-e6f0d5d12d54,,,,,,F,,C,2015-09-04 00:00:00,11,129,,,,,,,,,,,,
195328,3cf6217c-2290-4218-bf60-fef61762e0b3,,,,,,F,,C,2017-09-04 00:00:00,10,136,,1,,,,,,,,,7,
134217,37c78178-d29e-420d-a9cc-9b3ca798e49b,,,,,,M,,Leaver,2016-09-01 00:00:00,Leaver,127,,2,,,,,,,,,,
214378,7afae6ba-ed15-473e-a296-a1b7b6139cab,,,,,,M,,C,2014-09-03 00:00:00,7,139,3,2,,,,,,,,,6,
228786,dfad15d2-5681-46f9-b81d-d65f5f281576,,,,,,M,,Leaver,2018-09-06 00:00:00,11,141,,,,,,,,,,,,
238332,23d36556-652e-4b21-abbe-68fc34bc0e9d,,,,,,F,,C,2017-09-06 00:00:00,10,138,,2,,,,,,,,,,
132675,4dbbb4f2-6916-46a4-a70a-da8b5a6cef9d,,,,,,F,,C,2016-09-05 00:00:00,Leaver,127,,,,,,,,,,,,
121244,3260db13-c3aa-4461-a442-67203d4437b0,,,,,,M,,C,2018-09-25 00:00:00,11,139,,1,,,,,,4,,,7,
203640,97922764-176a-441f-a9d2-049ccc1045fa,,,,,,F,,C,2017-09-04 00:00:00,7,139,,1,,,,,,,,,,
153939,1fd96e60-7e78-4e08-87de-50f126da1af2,,,,,,M,,C,2017-09-06 00:00:00,10,134,5,,,,,,,,,,,
